slope_angle_deg,factor_of_safety,green_index,rainfall_mm_day,pore_pressure_kpa,risk_score
19.03,1.72,0.5,1.7,0.0,0.11
54.86,1.07,0.38,3.81,25.24,0.27
34.26,1.67,0.11,2.62,6.73,0.19
36.42,1.28,0.78,1.06,12.87,0.19
24.08,1.17,0.67,5.84,0.0,0.15
53.81,0.72,0.41,35.0,10.43,0.28
24.84,1.04,0.49,10.48,25.62,0.19
46.09,1.06,0.97,28.67,34.69,0.24
15.15,1.37,0.75,5.13,24.88,0.11
29.1,1.32,0.48,0.73,43.95,0.17
49.4,1.93,0.64,19.28,0.0,0.24
29.82,1.32,0.29,34.95,25.75,0.21
46.48,1.43,0.59,6.94,27.27,0.24
37.65,0.8,0.81,34.08,27.33,0.23
31.98,1.03,0.55,10.75,0.0,0.18
56.37,1.19,0.45,1.18,9.47,0.29
20.48,0.82,0.57,29.02,25.52,0.16
51.69,1.17,0.04,22.7,41.29,0.29
44.65,1.84,0.45,9.13,41.27,0.21
26.45,1.48,0.45,20.78,22.29,0.2
29.23,1.17,0.77,16.25,7.55,0.18
31.21,0.41,0.44,2.51,0.0,0.19
51.2,1.25,0.86,33.48,5.97,0.25
18.17,2.12,0.16,1.51,0.21,0.11
55.55,2.2,0.21,23.11,15.18,0.27
41.79,0.96,0.57,16.96,14.68,0.24
41.82,1.24,0.15,24.71,0.0,0.24
19.84,1.51,0.5,28.21,52.04,0.16
35.08,1.43,0.65,24.69,6.36,0.17
36.07,1.05,0.89,13.49,29.54,0.19
18.66,1.24,0.76,32.87,20.66,0.15
30.55,1.46,0.65,10.21,4.27,0.15
42.83,1.51,0.32,0.7,22.77,0.23
50.84,1.65,0.35,3.93,32.9,0.24
2.04,1.0,0.36,2.86,0.0,0.1
34.43,1.41,0.25,3.23,39.83,0.2
8.5,1.85,0.78,31.0,23.99,0.09
47.08,0.54,0.37,3.75,33.98,0.27
50.28,1.46,0.78,9.42,29.1,0.25
27.18,0.99,0.25,6.92,26.4,0.19
27.71,1.03,0.71,7.92,3.25,0.16
27.68,1.91,0.74,3.95,8.35,0.16
35.9,1.45,0.56,29.78,3.92,0.22
45.12,1.46,0.37,36.75,38.89,0.27
49.27,0.49,0.3,8.87,6.77,0.27
35.82,1.46,0.31,1.91,51.22,0.22
33.88,0.74,0.19,7.07,10.55,0.22
37.27,1.66,0.13,19.07,35.45,0.22
56.38,2.2,0.67,18.87,31.99,0.25
14.31,1.98,0.64,4.26,28.88,0.08
9.33,1.11,0.65,2.87,25.26,0.1
44.56,1.99,0.15,11.18,16.57,0.24
38.81,1.0,0.16,23.03,6.26,0.23
24.89,0.78,0.16,45.39,2.36,0.22
39.34,0.95,0.47,1.93,53.44,0.25
38.28,0.77,0.95,12.31,26.57,0.21
42.65,1.05,0.69,6.86,3.21,0.21
37.09,1.73,0.97,8.8,9.02,0.16
46.11,0.71,0.22,11.74,30.7,0.28
39.31,1.33,0.08,5.38,11.13,0.23
52.71,1.34,0.82,2.78,55.99,0.29
31.95,1.35,0.51,12.28,47.79,0.19
38.1,0.79,0.7,2.36,21.38,0.22
31.5,1.46,0.82,31.94,0.0,0.17
25.54,1.5,0.42,6.04,19.95,0.19
61.29,1.09,0.41,7.45,0.0,0.27
17.55,2.26,0.36,3.76,12.22,0.11
27.9,2.55,0.46,6.33,32.64,0.14
47.35,1.98,0.85,17.0,30.91,0.2
44.43,0.4,0.76,19.43,24.71,0.24
61.15,1.21,0.27,15.97,0.0,0.28
41.77,1.35,0.41,4.0,38.47,0.23
34.29,0.45,0.94,21.06,45.3,0.24
43.12,1.27,0.77,18.1,32.69,0.22
7.53,1.54,0.49,8.23,15.75,0.08
22.22,0.83,0.64,4.67,16.96,0.16
49.29,0.74,0.26,24.13,7.6,0.27
34.16,0.85,0.43,4.52,22.3,0.22
20.36,1.42,0.62,5.69,61.98,0.16
32.08,1.83,0.26,5.56,37.22,0.19
12.3,2.69,0.62,12.02,46.04,0.09
46.11,1.63,0.8,5.69,0.0,0.19
29.42,1.12,0.79,17.33,41.92,0.18
45.14,0.87,0.52,10.97,23.74,0.25
30.97,1.85,0.61,11.15,8.62,0.16
33.99,1.1,0.34,7.45,40.73,0.22
35.96,1.13,0.65,22.2,37.6,0.25
30.43,2.22,0.43,10.32,0.02,0.15
43.78,1.54,0.4,2.11,0.0,0.21
48.04,1.32,0.23,2.53,13.95,0.23
9.91,1.33,0.8,6.46,45.36,0.1
47.81,1.58,0.46,3.57,0.0,0.24
50.17,1.71,0.87,10.63,22.15,0.23
25.89,0.95,0.38,8.63,32.54,0.19
39.16,0.81,0.32,21.5,4.35,0.23
39.11,1.08,0.35,23.98,0.0,0.23
48.52,0.45,0.3,9.36,56.07,0.3
51.68,1.03,0.22,8.38,9.27,0.27
30.41,2.06,0.64,5.24,23.65,0.15
37.35,1.91,0.62,5.73,39.23,0.18
32.16,1.77,0.42,13.07,12.97,0.17
33.28,1.13,0.76,29.62,59.42,0.23
29.28,1.02,0.13,26.84,33.34,0.22
26.14,2.2,0.73,3.18,23.72,0.13
43.97,1.13,0.43,12.42,39.15,0.24
59.23,1.94,0.69,1.02,36.55,0.27
22.35,1.8,0.67,14.62,19.07,0.13
19.87,0.59,0.7,8.67,33.12,0.17
58.59,1.12,0.76,12.75,17.05,0.26
39.35,0.97,0.39,20.31,31.04,0.24
10.83,2.18,0.58,29.04,26.46,0.1
46.01,1.1,0.1,24.89,0.0,0.27
51.09,1.55,0.82,12.76,41.91,0.23
21.21,1.06,0.96,21.04,28.58,0.14
46.79,0.44,0.56,15.44,33.94,0.26
30.43,1.3,0.74,0.8,1.3,0.15
30.58,1.54,0.8,31.06,24.2,0.18
33.51,1.99,0.34,23.25,57.59,0.21
39.54,1.36,0.26,6.22,32.56,0.21
27.03,1.87,0.33,1.21,12.84,0.16
18.39,1.47,0.34,6.99,44.28,0.15
36.3,0.58,0.26,2.72,4.52,0.21
44.24,1.45,0.18,17.89,35.37,0.24
47.49,1.33,0.54,17.25,21.8,0.23
5.48,1.78,0.32,2.31,29.74,0.07
32.32,1.52,0.57,7.74,12.69,0.16
45.97,0.42,0.31,14.68,33.08,0.3
55.89,2.09,0.48,12.07,0.0,0.23
29.22,1.04,0.37,12.75,17.04,0.18
38.9,1.62,0.71,7.64,27.93,0.19
41.09,2.14,0.59,5.05,23.18,0.18
53.37,1.07,0.36,16.86,10.91,0.28
59.36,0.94,0.49,14.54,17.05,0.3
28.8,2.21,0.39,4.2,11.28,0.14
42.72,1.45,0.75,34.01,27.64,0.23
27.79,1.14,0.72,4.54,41.18,0.16
42.31,1.4,0.11,9.11,0.0,0.22
33.61,1.08,0.72,6.5,34.39,0.2
20.89,2.12,0.74,8.74,32.42,0.11
53.16,1.5,0.45,40.58,0.0,0.26
43.01,1.05,0.68,3.66,23.9,0.23
40.76,1.4,0.2,3.52,36.91,0.23
15.75,2.0,0.57,10.83,17.95,0.09
39.6,1.44,0.11,0.58,0.0,0.21
41.04,0.82,0.47,11.98,34.73,0.25
50.01,1.41,0.41,11.4,25.02,0.28
17.23,1.91,0.46,3.92,42.22,0.12
27.39,1.74,0.02,34.26,1.09,0.19
25.1,2.29,0.74,15.58,11.28,0.12
31.75,1.36,0.32,3.35,35.13,0.19
17.08,0.92,0.87,34.4,32.23,0.15
25.15,2.28,0.78,11.09,56.17,0.15
25.51,1.46,0.57,5.33,15.73,0.15
30.23,1.78,0.51,4.07,24.82,0.15
40.36,1.71,0.4,27.2,9.35,0.21
45.65,1.79,0.35,0.18,66.52,0.24
32.44,0.93,0.76,10.09,35.79,0.18
47.86,1.17,0.25,33.88,16.23,0.27
36.13,1.69,0.07,1.35,23.98,0.19
28.86,1.81,0.77,6.91,0.0,0.15
29.21,2.03,0.06,6.89,24.2,0.17
40.96,1.36,0.58,20.47,7.76,0.2
19.38,2.33,0.61,3.3,37.63,0.12
24.03,1.06,0.6,2.72,22.58,0.16
30.8,0.99,0.27,24.26,6.07,0.21
43.19,1.65,0.48,9.25,40.8,0.22
49.45,0.97,0.58,8.89,47.64,0.26
37.46,1.9,0.48,2.5,18.45,0.18
31.72,1.81,0.56,18.69,4.27,0.17
37.91,0.83,0.86,15.23,16.07,0.2
43.13,1.4,0.42,22.58,12.6,0.25
41.15,1.21,0.74,24.44,28.79,0.23
44.25,1.59,0.6,14.74,21.87,0.26
62.71,1.66,0.65,14.56,18.85,0.28
41.16,1.0,0.49,9.36,31.32,0.24
32.23,2.16,0.12,13.29,25.81,0.17
37.48,1.09,0.64,0.85,35.93,0.2
44.42,1.06,0.24,4.08,43.51,0.26
27.61,1.26,0.39,17.44,49.29,0.2
68.32,1.37,0.16,2.94,44.41,0.32
29.96,1.48,0.18,28.48,12.3,0.21
10.09,1.11,0.45,3.32,46.66,0.12
30.93,0.82,0.48,6.29,32.63,0.2
32.96,1.41,0.59,25.21,35.14,0.2
31.73,1.62,0.53,15.95,27.63,0.18
39.65,0.67,0.32,11.9,44.74,0.25
45.09,1.52,0.51,7.68,14.49,0.22
29.21,1.42,0.16,13.97,0.0,0.19
54.21,1.77,0.17,7.03,39.21,0.28
22.68,1.77,0.49,4.65,8.05,0.12
42.14,2.04,0.45,22.44,64.3,0.24
28.71,0.63,0.38,13.81,34.84,0.2
35.55,1.39,0.28,28.27,30.75,0.23
15.78,0.94,0.31,35.98,19.52,0.19
33.0,1.76,0.21,23.89,63.85,0.22
23.67,0.75,0.07,1.28,28.88,0.2
17.89,1.44,0.51,15.4,12.31,0.13
16.11,1.07,0.12,34.89,22.97,0.17
18.85,1.95,0.68,19.54,20.15,0.12
12.11,0.67,0.34,25.07,1.67,0.17
17.44,1.42,0.8,6.92,16.23,0.11
28.09,1.73,0.06,13.49,22.25,0.18
37.19,0.74,0.49,3.18,0.0,0.23
59.85,1.22,0.7,2.34,17.2,0.26
48.39,1.39,0.68,17.18,0.0,0.24
25.97,1.18,0.65,7.26,32.8,0.17
32.15,1.27,0.14,5.94,19.34,0.2
31.49,1.13,0.35,55.36,45.86,0.25
25.73,1.84,0.92,3.74,10.89,0.12
54.25,1.15,0.39,16.02,36.87,0.32
30.47,0.35,0.52,1.91,25.68,0.2
23.98,1.38,0.18,7.83,65.74,0.19
40.74,2.29,0.37,7.0,0.0,0.18
34.12,1.39,0.54,32.93,25.9,0.21
56.61,1.17,0.47,40.17,0.0,0.27
32.82,1.26,0.1,3.57,15.09,0.2
34.67,1.36,0.49,8.52,0.0,0.18
25.45,1.83,0.31,6.6,11.54,0.16
36.72,1.43,0.76,41.3,50.14,0.22
37.55,1.15,0.43,9.37,24.24,0.22
1.93,1.74,0.7,5.63,30.35,0.06
44.96,0.78,0.13,15.28,74.62,0.29
39.82,1.2,0.88,11.72,29.28,0.21
60.59,1.56,0.14,7.49,17.06,0.29
44.27,1.12,0.36,19.06,0.22,0.26
51.58,1.6,0.76,1.41,0.0,0.2
23.59,1.26,0.33,11.03,0.0,0.16
24.86,1.33,0.15,6.0,42.62,0.18
44.18,1.17,0.76,19.06,16.16,0.22
40.78,1.4,0.07,9.23,46.07,0.24
57.01,1.68,0.38,22.69,0.0,0.27
35.15,1.69,0.7,9.47,40.22,0.18
37.32,1.45,0.66,8.62,36.46,0.21
19.46,1.44,0.84,16.53,14.19,0.12
29.83,1.28,0.57,2.79,0.0,0.16
49.87,1.23,0.23,12.36,28.28,0.28
37.21,0.76,0.07,45.61,18.01,0.31
29.47,1.9,0.37,25.04,18.7,0.18
30.46,0.88,0.77,32.55,29.03,0.21
40.15,1.55,0.54,14.44,43.34,0.28
33.24,1.97,0.43,1.89,24.77,0.16
33.0,1.14,0.46,7.0,4.11,0.23
16.33,1.4,0.9,4.19,19.12,0.09
18.38,0.71,0.24,4.2,61.25,0.19
21.31,1.1,0.7,12.99,16.43,0.14
40.6,1.11,0.45,29.41,20.72,0.22
35.59,1.23,0.65,5.23,4.51,0.17
65.57,1.62,0.5,11.33,0.0,0.29
42.5,0.53,0.25,40.32,36.33,0.29
23.19,1.06,0.43,7.34,55.07,0.18
27.62,2.09,0.69,7.71,43.83,0.16
47.33,1.58,0.3,12.72,18.49,0.26
24.81,1.15,0.42,1.14,21.03,0.16
22.73,0.3,0.71,0.76,2.49,0.15
41.55,1.43,0.26,7.29,37.53,0.24
10.93,1.35,0.37,8.67,25.53,0.12
58.92,1.07,0.55,17.44,41.41,0.3
40.68,1.07,0.7,20.81,0.0,0.21
25.59,1.64,0.59,11.55,57.6,0.18
14.74,1.06,0.74,5.71,0.0,0.11
25.53,1.23,0.4,4.54,19.81,0.16
58.28,1.42,0.48,2.1,26.58,0.26
35.86,0.63,0.74,12.15,31.66,0.23
24.63,1.44,0.6,1.71,0.0,0.14
49.82,1.01,0.38,33.54,62.33,0.32
24.11,1.76,0.47,12.73,43.9,0.16
29.6,1.4,0.59,2.44,11.76,0.18
51.43,1.58,0.04,6.2,0.02,0.26
48.41,0.51,0.61,3.27,45.04,0.29
29.66,1.74,0.6,6.81,34.66,0.16
46.89,1.87,0.9,8.12,49.64,0.23
41.08,1.06,0.67,26.4,22.12,0.24
37.08,1.27,0.64,4.97,8.63,0.22
20.43,1.69,0.61,14.19,0.0,0.13
54.24,1.17,0.31,7.7,21.76,0.3
35.74,1.63,0.11,21.09,42.48,0.24
14.05,1.31,0.6,19.71,16.03,0.13
32.66,1.45,0.35,13.13,31.83,0.2
34.51,1.91,0.21,2.48,29.67,0.2
36.81,1.47,0.06,16.17,20.9,0.22
41.41,1.04,0.31,11.65,41.89,0.25
34.3,1.58,0.3,9.61,5.03,0.2
5.73,1.23,0.44,13.29,14.17,0.1
12.33,1.93,0.69,7.93,38.12,0.09
55.02,0.82,0.65,5.0,3.39,0.26
28.73,1.85,0.43,34.79,30.59,0.19
25.8,0.73,0.28,41.03,0.0,0.21
63.04,1.21,0.19,8.38,14.3,0.33
44.59,2.08,0.52,35.24,0.0,0.21
58.73,0.32,0.48,3.47,0.35,0.34
35.35,1.47,0.46,15.46,31.84,0.2
12.24,1.39,0.7,0.62,55.85,0.12
33.01,2.25,0.18,7.6,4.74,0.16
15.62,1.28,0.58,25.98,12.9,0.14
29.06,0.28,0.39,0.86,47.01,0.23
29.72,1.2,0.92,4.43,0.0,0.14
36.96,0.88,0.49,6.81,0.27,0.21
49.59,1.03,0.15,25.85,0.0,0.26
29.06,1.42,0.89,17.51,0.0,0.15
35.98,1.65,0.58,13.69,80.87,0.22
39.27,0.88,0.48,14.21,23.22,0.24
19.33,1.85,0.82,11.23,22.51,0.11
19.79,1.17,0.2,16.79,0.54,0.15
18.5,1.21,0.11,10.02,22.21,0.17
44.51,2.04,0.42,11.02,24.35,0.21
53.29,0.8,0.7,12.87,15.65,0.27
38.52,1.01,0.49,11.26,17.33,0.21
39.41,1.75,0.62,2.69,16.53,0.18
12.17,1.05,0.1,12.02,50.83,0.15
34.56,1.28,0.67,1.36,0.0,0.17
29.67,1.03,0.44,13.82,2.23,0.18
51.51,2.53,0.88,18.58,16.01,0.2
23.56,1.3,0.51,23.29,29.76,0.18
18.69,1.18,0.32,22.86,32.54,0.17
39.85,1.67,0.36,3.35,19.45,0.21
15.63,1.53,0.5,29.37,55.22,0.15
27.38,0.79,0.83,25.34,31.27,0.18
27.78,1.79,0.25,16.27,0.0,0.16
15.29,1.14,0.74,5.97,23.48,0.11
45.07,1.52,0.85,40.11,37.76,0.24
44.51,0.66,0.31,2.16,39.94,0.27
47.67,0.96,0.68,10.2,26.57,0.24
18.06,2.2,0.59,14.78,0.0,0.09
33.77,1.98,0.4,9.2,34.31,0.17
19.92,1.52,0.74,10.33,21.41,0.12
17.89,1.16,0.44,1.47,0.0,0.12
38.01,1.37,0.21,6.26,37.25,0.22
39.91,1.79,0.38,7.51,0.0,0.18
29.97,0.93,0.09,17.82,26.08,0.22
23.38,0.32,0.74,12.7,24.56,0.17
53.88,2.41,0.3,27.48,40.37,0.3
47.21,1.12,0.25,3.11,49.16,0.28
43.02,1.18,0.05,17.54,40.4,0.26
49.99,1.47,0.26,1.59,3.73,0.22
26.77,1.46,0.2,10.29,26.49,0.18
51.8,0.98,0.42,2.04,28.97,0.3
53.45,1.73,0.64,23.43,32.52,0.28
41.5,1.64,0.52,7.24,34.53,0.22
42.79,1.74,0.7,5.53,33.82,0.21
36.12,2.06,0.14,15.37,40.98,0.22
27.48,1.43,0.45,8.18,21.26,0.16
36.24,1.41,0.49,3.94,32.43,0.19
13.49,2.12,0.51,14.65,11.22,0.09
11.69,1.4,0.44,28.96,13.07,0.11
29.55,0.53,0.64,2.63,0.0,0.17
28.26,1.33,0.13,9.04,3.87,0.19
41.01,1.1,0.76,17.36,10.37,0.21
35.65,1.92,0.21,3.14,27.01,0.18
45.72,1.25,0.45,7.75,15.69,0.22
22.11,0.77,0.81,1.51,0.0,0.14
39.46,1.2,0.74,17.57,19.41,0.2
42.39,1.39,0.88,11.85,22.84,0.2
24.5,1.14,0.26,18.83,18.65,0.17
35.33,0.78,0.37,2.4,14.23,0.2
37.62,0.77,0.79,14.5,5.1,0.22
32.81,1.41,0.34,23.81,0.0,0.18
44.29,1.89,0.89,5.78,47.96,0.2
43.67,1.36,0.75,32.07,36.87,0.25
37.55,1.11,0.18,24.08,18.47,0.23
44.78,1.08,0.16,10.57,20.27,0.28
24.41,2.18,0.54,15.67,11.55,0.13
39.08,1.45,0.62,6.21,22.56,0.22
32.99,1.06,0.41,4.85,59.11,0.2
33.5,0.44,0.51,5.61,12.35,0.21
35.95,1.12,0.57,5.91,0.0,0.18
28.83,1.28,0.45,31.02,0.0,0.18
54.91,2.12,0.47,11.23,49.15,0.26
36.87,0.82,0.32,5.07,36.32,0.24
52.61,0.88,0.64,12.17,16.89,0.27
21.48,1.92,0.75,53.97,0.0,0.13
40.19,1.35,0.34,11.53,5.29,0.22
17.78,0.41,0.62,26.56,21.17,0.17
34.33,1.28,0.45,12.64,24.88,0.21
56.49,0.89,0.8,1.71,19.52,0.25
30.14,1.89,0.26,30.67,22.75,0.19
25.6,1.4,0.2,1.57,16.17,0.16
66.82,1.4,0.46,3.55,34.8,0.32
56.54,0.99,0.26,1.8,38.17,0.28
11.53,1.48,0.4,24.85,15.19,0.11
49.95,1.92,0.5,13.95,40.67,0.25
30.62,1.29,0.44,14.35,51.24,0.19
51.2,0.62,0.84,2.89,44.37,0.27
36.1,0.57,0.11,26.01,0.0,0.24
43.87,1.19,0.29,11.12,12.92,0.24
28.16,1.41,0.69,4.23,3.5,0.14
25.83,1.12,0.53,20.57,37.41,0.18
44.84,1.64,0.27,13.8,13.28,0.23
38.2,1.44,0.48,3.88,22.38,0.2
16.74,1.54,0.04,4.21,40.4,0.14
51.4,0.77,0.08,4.25,22.07,0.3
32.75,1.61,0.82,18.97,33.75,0.19
32.72,1.08,0.94,6.78,5.99,0.16
39.21,2.03,0.32,2.72,16.37,0.2
72.88,1.78,0.46,0.16,5.7,0.28
45.41,1.26,0.55,4.11,26.15,0.26
36.91,2.19,0.67,20.77,2.94,0.16
29.65,0.84,0.43,1.48,46.11,0.2
50.26,1.23,0.69,10.8,34.07,0.25
48.08,1.49,0.74,7.36,59.97,0.25
34.0,1.84,0.49,19.74,16.5,0.2
44.09,1.27,0.55,1.86,44.03,0.24
21.04,1.62,0.03,10.52,19.92,0.18
19.71,1.48,0.55,10.99,5.99,0.13
43.33,0.8,0.24,0.3,7.43,0.22
9.52,1.39,0.63,6.03,39.15,0.11
18.4,1.34,0.4,8.3,15.99,0.18
34.12,1.54,0.63,14.66,55.51,0.2
10.42,1.2,0.47,8.76,13.96,0.11
20.88,1.53,0.75,5.23,23.16,0.12
51.29,0.81,0.41,1.41,29.0,0.27
28.56,1.45,0.91,1.21,24.37,0.14
38.22,0.97,0.44,20.55,60.13,0.25
27.75,1.43,0.49,8.05,57.84,0.18
26.79,1.61,0.42,53.35,0.0,0.19
24.71,1.06,0.6,11.16,12.47,0.27
33.84,1.55,0.29,2.71,0.0,0.19
49.32,1.34,0.34,2.03,39.94,0.27
29.56,1.48,0.08,13.54,62.56,0.21
43.7,1.19,0.84,6.92,0.0,0.18
16.92,1.85,0.88,13.53,10.54,0.09
68.59,0.71,0.27,1.79,0.0,0.33
50.36,2.45,0.47,21.7,23.38,0.24
28.59,1.44,0.58,16.55,17.7,0.16
25.57,1.0,0.52,6.23,0.0,0.16
26.44,0.8,0.76,1.16,38.55,0.18
9.01,0.91,0.35,1.67,43.12,0.12
29.94,2.01,0.43,0.74,35.6,0.17
28.54,0.88,0.77,32.02,7.31,0.18
49.14,1.07,0.62,4.57,17.19,0.27
27.18,1.61,0.99,23.61,0.0,0.14
25.75,0.79,0.34,2.82,0.0,0.17
32.05,0.81,0.66,0.96,0.0,0.2
17.9,2.33,0.05,1.61,34.91,0.12
57.85,1.69,0.67,16.63,22.32,0.29
42.25,0.65,0.3,2.27,65.17,0.27
24.99,1.56,0.19,12.44,11.87,0.17
40.41,1.74,0.71,2.2,29.53,0.2
42.32,1.91,0.33,12.17,20.47,0.21
41.69,2.13,0.68,33.21,13.22,0.21
35.14,1.73,0.15,14.36,0.0,0.18
34.69,1.96,0.68,9.38,53.94,0.17
48.86,1.97,0.76,26.85,0.0,0.21
52.63,1.09,0.88,9.25,26.57,0.24
40.36,1.32,0.17,4.86,1.4,0.23
40.25,1.24,0.44,39.85,12.41,0.23
49.24,0.89,0.51,6.02,34.88,0.25
40.59,2.03,0.7,15.25,35.45,0.2
46.77,0.73,0.33,8.93,33.63,0.29
33.66,1.11,0.57,10.44,1.05,0.18
47.7,1.04,0.64,17.6,41.41,0.25
32.58,1.74,0.04,14.5,25.27,0.2
24.9,1.5,0.48,1.96,38.98,0.16
34.92,1.52,0.34,12.1,30.17,0.2
24.76,1.18,0.64,10.7,49.11,0.18
31.03,0.7,0.36,2.91,27.98,0.2
35.24,1.67,0.57,44.31,22.46,0.21
38.04,1.63,0.64,8.83,22.96,0.2
26.56,1.13,0.69,5.57,36.52,0.16
29.75,1.1,0.72,23.45,6.07,0.17
17.44,1.15,0.34,28.43,23.24,0.16
19.68,2.14,0.47,12.61,3.45,0.11
40.94,0.87,0.56,0.07,0.0,0.22
36.11,1.11,0.38,0.92,42.87,0.19
50.2,1.39,0.75,14.05,34.02,0.23
12.32,1.11,0.48,35.54,55.35,0.16
34.42,1.62,0.47,11.42,0.0,0.18
36.79,1.77,0.47,11.81,33.77,0.21
22.62,0.73,0.7,10.91,12.02,0.14
47.25,1.33,0.17,12.56,42.56,0.27
41.81,1.33,0.45,7.92,23.7,0.25
30.06,1.16,0.6,37.24,13.21,0.2
36.4,1.4,0.32,8.94,58.16,0.24
5.64,2.07,0.33,22.27,36.67,0.09
21.5,1.78,0.86,17.17,9.26,0.11
21.19,1.27,0.75,18.61,30.31,0.15
34.77,1.59,0.53,3.79,13.53,0.16
29.71,1.13,0.44,3.52,31.92,0.22
38.94,1.29,0.2,15.03,5.14,0.23
34.61,1.02,0.74,38.97,0.0,0.2
23.94,2.44,0.2,7.69,47.42,0.15
28.25,1.19,0.41,10.71,44.48,0.2
31.78,0.77,0.71,14.75,9.26,0.19
36.34,1.07,0.71,21.22,16.01,0.22
8.89,1.22,0.36,2.98,34.1,0.11
39.66,0.65,0.55,13.33,0.0,0.26
21.95,1.56,0.65,4.64,24.68,0.13
50.88,1.04,0.72,24.75,45.2,0.27
30.13,1.77,0.76,3.76,0.0,0.14
35.84,0.51,0.52,0.7,10.3,0.21
2.07,1.51,0.48,17.11,19.45,0.08
44.0,1.27,0.3,53.79,17.78,0.28
33.53,0.66,0.25,3.85,1.89,0.22
35.8,1.92,0.46,4.59,31.43,0.18
36.03,1.41,0.87,31.6,28.97,0.19
42.86,1.99,0.84,16.92,0.0,0.18
41.65,0.78,0.48,11.67,18.82,0.25
31.98,0.92,0.25,8.11,40.34,0.23
15.91,1.51,0.35,8.05,24.16,0.14
60.29,1.42,0.58,24.02,7.62,0.28
36.43,1.56,0.43,12.69,48.38,0.23
17.17,1.47,0.78,16.82,31.6,0.12
53.04,0.73,0.23,7.14,20.77,0.3
48.14,0.5,0.36,14.34,55.23,0.31
25.8,2.07,0.74,16.11,0.0,0.12
31.99,0.48,0.62,50.96,12.68,0.23
42.68,0.6,0.26,18.48,11.36,0.27
29.23,1.13,0.76,9.59,37.22,0.18
45.98,0.98,0.42,30.29,21.39,0.26
42.52,1.58,0.63,17.41,31.23,0.23
30.18,1.2,0.46,0.72,0.0,0.16
25.78,1.03,0.48,8.85,13.14,0.16
33.79,1.43,0.68,16.22,0.0,0.17
37.29,1.35,0.45,2.31,45.5,0.21
36.79,0.94,0.73,1.31,28.73,0.2
32.01,1.87,0.41,3.05,15.08,0.16
44.98,1.39,0.55,28.29,45.61,0.25
39.48,1.5,0.6,18.2,40.2,0.22
34.31,1.64,0.72,0.61,37.35,0.19
33.68,1.7,0.43,18.56,6.04,0.2
36.43,0.47,0.34,12.4,42.84,0.24
44.68,2.28,0.81,7.9,13.08,0.17
41.46,1.45,0.38,50.82,26.53,0.26
21.14,1.39,0.92,23.76,22.32,0.15
22.42,1.58,0.34,61.7,13.25,0.18
35.9,1.33,0.84,23.37,27.51,0.19
38.57,0.54,0.58,10.05,36.22,0.23
17.56,1.06,0.47,10.04,4.23,0.13
22.89,1.35,0.73,11.93,11.54,0.14
22.21,1.33,0.22,4.78,60.9,0.19
46.49,1.0,0.29,48.44,37.55,0.3
16.75,1.52,0.66,44.03,49.47,0.15
52.59,1.37,0.69,5.39,1.24,0.23
42.48,0.81,0.51,1.29,39.67,0.24
20.24,1.23,0.48,11.69,13.69,0.14
29.53,1.07,0.79,39.88,16.42,0.19
49.05,1.02,0.85,8.58,0.0,0.23
40.32,1.37,0.75,6.52,0.0,0.19
26.37,1.89,0.23,15.32,57.89,0.18
21.01,1.48,0.7,4.54,52.45,0.13
51.59,1.08,0.43,12.78,10.6,0.27
21.66,1.74,0.78,27.2,49.2,0.14
56.09,0.58,0.63,20.96,0.0,0.29
36.71,1.15,0.78,1.04,39.8,0.2
48.51,1.13,0.12,7.26,8.2,0.27
24.13,1.16,0.39,0.32,45.9,0.16
43.73,1.31,0.78,36.91,4.05,0.23
27.87,1.55,0.17,4.32,47.5,0.2
15.02,1.49,0.77,6.43,30.81,0.11
43.2,0.99,0.09,8.51,9.21,0.25
33.23,1.21,0.73,11.55,42.53,0.21
35.42,1.89,0.14,40.26,45.89,0.24
24.94,1.17,0.87,9.34,12.51,0.16
45.55,1.74,0.53,14.93,18.28,0.22
36.12,1.97,0.53,4.03,10.43,0.18
44.26,1.09,0.93,6.19,11.16,0.21
26.11,1.19,0.29,1.77,10.58,0.16
45.05,1.47,0.19,11.49,26.88,0.24
25.09,1.29,0.6,3.73,3.27,0.14
23.36,1.84,0.5,5.03,15.52,0.13
19.2,0.69,0.53,3.74,43.63,0.15
20.41,1.41,0.47,17.47,31.58,0.16
52.76,1.67,0.34,31.11,43.99,0.27
34.33,0.84,0.63,20.19,20.51,0.21
26.75,1.96,0.83,5.84,42.26,0.14
33.63,1.36,0.88,2.27,23.73,0.17
32.42,1.07,0.34,11.72,42.96,0.21
38.7,1.22,0.38,0.8,22.94,0.2
53.75,0.84,0.72,16.86,56.2,0.31
57.62,1.87,0.79,14.91,0.0,0.22
42.45,1.52,0.26,2.34,33.15,0.26
48.05,1.25,0.45,2.34,50.18,0.24
27.41,0.64,0.54,7.07,25.92,0.2
50.01,0.46,0.71,11.57,43.36,0.28
60.42,0.54,0.36,2.07,7.98,0.3
19.08,0.88,0.23,7.66,22.04,0.15
13.7,1.15,0.32,11.45,0.0,0.16
48.21,0.32,0.54,13.21,11.61,0.29
24.03,0.92,0.78,0.69,37.21,0.16
31.67,1.79,0.43,36.65,17.51,0.19
30.32,1.67,0.51,2.1,36.83,0.17
38.31,1.84,0.72,27.6,35.93,0.21
